dealYear,dealMonth,dealDay,umdNm,aptNm,buildYear,excluUseAr,dealAmount,floor,jibun,aptSeq
2020,1,29,가오동,은어송마을6단지(풍림2차),2007,84.49,"26,700",4,497,30110-958
2020,1,14,낭월동,e편한세상,2011,101.4,"26,600",23,723,30110-989
2020,1,18,낭월동,e편한세상,2011,84.974,"24,500",14,723,30110-989
2020,1,19,낭월동,e편한세상,2011,84.985,"22,400",3,723,30110-989
2020,1,27,판암동,미리내아파트,1999,59.97,"15,000",8,460,30110-7
2020,1,29,용운동,한화꿈에그린,2006,140.3707,"31,700",7,703,30110-933
2020,1,15,낭월동,e편한세상,2011,84.985,"23,700",4,723,30110-989
2020,1,9,홍도동,청룡,1980,68.15,"14,900",1,57,30110-1045
2020,1,21,성남동,스마트뷰,2011,84.98,"28,700",3,528,30110-992
2020,1,6,자양동,동아아파트(201),1990,84.89,"17,500",13,201,30110-20
2020,1,28,용전동,큰솔101동,1999,24.2976,"4,780",3,48-22,30110-71
2020,1,9,천동,위드힐,2013,84.98,"30,000",20,540,30110-1006
2020,1,14,천동,휴먼시아2단지,2008,84.87,"24,000",6,528,30110-971
2020,1,16,삼성동,삼성,1977,78.31,"22,000",5,278-1,30110-57
2020,1,16,인동,어진마을,2007,59.98,"20,000",13,353,30110-951
2020,1,1,가양동,아침마을,2011,84.76,"32,000",3,705,30110-987
2020,1,18,홍도동,신동아파밀리에4단지,2007,74.759,"22,200",1,1002,30110-955
2020,1,23,홍도동,신동아파밀리에1단지,2007,84.9616,"25,500",6,1003,30110-956
2020,1,23,낭월동,e편한세상,2011,84.985,"24,150",7,723,30110-989
2020,1,22,낭월동,e편한세상,2011,84.985,"23,000",4,723,30110-989
2020,1,11,용전동,신동아,1990,67.64,"15,000",11,1,30110-45
2020,1,11,낭월동,e편한세상,2011,84.985,"22,600",17,723,30110-989
2020,1,16,용전동,신동아,1990,84.56,"16,500",10,1,30110-45
2020,1,28,판암동,주공6,1992,38.64,"5,050",13,233,30110-12
2020,1,20,대동,이스트시티1단지,2018,59.95,"34,900",12,539,30110-1056
2020,1,8,용운동,삼정하이츠,1990,55.62,"9,900",2,363,30110-14
2020,1,22,홍도동,청룡,1979,65.82,"16,000",2,56-1,30110-52
2020,1,20,판암동,주공5,1992,44.94,"8,200",9,236,30110-11
2020,1,16,판암동,주공5,1992,52.09,"9,000",15,236,30110-11
2020,1,13,판암동,주공5,1992,52.09,"8,800",4,236,30110-11
2020,1,18,가양동,동신,1979,75.37,"11,000",2,53-6,30110-27
2020,1,18,신흥동,신흥마을주공,2006,84.86,"24,500",15,212,30110-937
2020,1,1,판암동,주공2,1990,58.01,"11,500",1,202,30110-10
2020,1,14,가양동,대주파크빌,2006,84.8236,"23,000",2,652-1,30110-932
2020,1,23,가오동,은어송마을3단지(가오아이파크),2006,84.9859,"31,000",8,496,30110-939
2020,1,20,가오동,주공(210),1985,59.3,"18,000",5,210,30110-6
2020,1,4,효동,효동현대,1998,76.08,"19,300",5,135-1,30110-2
2020,1,21,가양동,대주파크빌,2006,81.1171,"22,400",12,652-1,30110-932
2020,1,9,삼성동,맑은미소,2006,83.7,"16,400",4,108-3,30110-934
2020,1,8,용전동,새피앙,1997,84.82,"17,700",3,181-1,30110-43
2020,1,18,성남동,스마트뷰,2011,84.98,"27,000",1,528,30110-992
2020,1,8,중동,반석시티,2019,45.5251,"18,700",5,56-7,30110-1061
2020,1,22,판암동,주공1,1990,59.39,"10,000",15,178,30110-9
2020,1,6,인동,대호아파트,2017,84.18,"17,800",2,82-6,30110-1040
2020,1,6,인동,대호아파트,2017,83.39,"17,800",2,82-6,30110-1040
2020,1,21,홍도동,경성맨션2,1985,71.73,"10,865",3,23-3,30110-48
2020,1,13,용전동,큰솔101동,1999,30.4816,"5,700",11,48-22,30110-71
2020,1,4,자양동,동아아파트(201),1990,84.89,"16,300",15,201,30110-20
2020,1,6,홍도동,청룡,1979,65.82,"13,200",4,56-1,30110-52
2020,1,8,중동,반석시티,2019,45.5251,"18,300",3,56-7,30110-1061
2020,1,21,용전동,큰솔102동,2001,38.0939,"8,200",7,48-1,30110-70
2020,1,6,홍도동,청룡,1979,54.78,"12,000",5,56-1,30110-52
2020,1,20,판암동,주공2,1990,58.01,"11,000",2,202,30110-10
2020,1,8,대동,대동펜타뷰,2011,84.88,"38,000",18,535,30110-991
2020,1,17,용운동,용방마을,2003,59.75,"15,000",15,460,30110-67
2020,1,10,용전동,푸른,2000,47.0424,"11,500",2,57-21,30110-72
2020,1,14,용전동,한숲,1999,84.94,"19,600",2,194-3,30110-47
2020,1,10,용전동,한울,2002,33.551,"7,200",11,131-1,30110-73
2020,1,13,성남동,석촌마을,2000,49.79,"13,600",15,518,30110-75
2020,1,8,낭월동,e편한세상,2011,84.974,"24,200",12,723,30110-989
2020,1,11,낭월동,e편한세상,2011,84.98,"22,600",5,723,30110-989
2020,1,13,용운동,용방마을,2003,84.99,"19,700",8,460,30110-67
2020,1,20,판암동,주공1,1990,45.77,"7,350",4,178,30110-9
2020,1,8,낭월동,오투그란데,2008,84.9867,"21,500",17,304,30110-969
2020,1,16,가양동,신도,1978,59.72,"9,410",5,24-1,30110-31
2020,1,14,판암동,주공1,1990,45.77,"7,800",9,178,30110-9
2020,1,7,낭월동,오투그란데,2008,84.9817,"21,000",17,304,30110-969
2020,1,10,대동,대동펜타뷰,2011,84.78,"38,000",9,535,30110-991
2020,1,7,신흥동,신흥마을주공,2006,59.44,"20,000",8,212,30110-937
2020,1,6,가양동,해맞이아파트,2007,71.5876,"16,000",2,84-10,30110-962
2020,1,7,대성동,은어송마을2단지(코오롱하늘채),2007,102.819,"37,000",9,130,30110-946
2020,1,15,용운동,삼정하이츠,1990,72.42,"14,500",2,363,30110-14
2020,1,12,용운동,한화꿈에그린,2006,122.8125,"25,400",6,703,30110-933
2020,1,7,용운동,삼정하이츠,1990,72.42,"12,750",3,363,30110-14
2020,1,6,판암동,주공2,1990,58.01,"11,550",8,202,30110-10
2020,1,4,대동,이스트시티1단지,2018,74.99,"35,000",1,539,30110-1056
2020,1,15,판암동,주공2,1990,58.01,"9,800",12,202,30110-10
2020,1,12,효동,효동현대,1998,59.9025,"17,400",7,135-1,30110-2
2020,1,13,신흥동,신흥마을주공,2006,84.86,"25,000",7,212,30110-937
2020,1,14,인동,어진마을,2007,59.44,"20,000",17,353,30110-951
2020,1,9,용운동,용운주공2단지,1987,41.3,"6,800",9,147,30110-17
2020,1,14,용운동,한화꿈에그린,2006,122.8125,"25,000",11,703,30110-933
2020,1,4,대동,대신새들뫼1단지,2010,84.98,"42,500",12,527,30110-979
2020,1,4,천동,위드힐,2013,84.86,"31,900",9,540,30110-1006
2020,1,13,용운동,한화꿈에그린,2006,84.4963,"21,800",15,703,30110-933
2020,1,8,인동,대호아파트,2017,84.18,"19,800",9,82-6,30110-1040
2020,1,9,용운동,마젤란21,2006,84.9328,"18,200",5,598,30110-942
2020,1,11,인동,어진마을,2007,84.97,"26,300",1,353,30110-951
2020,1,13,판암동,주공5,1992,38.64,"4,900",2,236,30110-11
2020,1,11,용운동,한화꿈에그린,2006,84.4963,"21,900",4,703,30110-933
2020,1,11,용운동,한화꿈에그린,2006,84.4963,"21,300",4,703,30110-933
2020,1,2,성남동,석촌마을,2000,84.17,"20,500",9,518,30110-75
2020,1,8,인동,모닝빌,2006,82.2828,"14,800",15,29-2,30110-938
2020,1,2,천동,위드힐,2013,84.99,"32,000",11,540,30110-1006
2020,1,3,천동,위드힐,2013,84.98,"26,000",1,540,30110-1006
2020,1,8,가오동,대호아파트(420-11),2015,83.51,"23,000",6,420-11,30110-1023
2020,1,9,용운동,용방마을,2003,59.75,"14,400",1,460,30110-67
2020,1,9,천동,위드힐,2013,84.9,"31,000",11,540,30110-1006
2020,1,7,성남동,큰솔,2003,54.4222,"10,500",7,157-1,30110-74
2020,1,8,홍도동,홍도,1996,59.77,"13,000",3,14-1,30110-54
2020,1,4,삼성동,한밭자이,2006,59.9929,"26,500",8,479,30110-941
2020,1,3,대동,대신새들뫼1단지,2010,84.83,"43,000",22,527,30110-979
2020,1,7,용운동,용운주공2단지,1987,41.3,"7,450",11,147,30110-17
2020,1,4,가양동,한울,2004,84.8698,"22,000",6,28-6,30110-68
2020,1,1,홍도동,현암,1995,74.5,"15,200",2,16-1,30110-53
2020,1,3,홍도동,홍도,1996,42.015,"8,800",9,14-1,30110-54
2020,1,2,홍도동,홍도,1996,42.015,"8,000",18,14-1,30110-54
2020,1,3,용운동,용방마을,2003,49.98,"11,300",17,460,30110-67
2020,1,3,홍도동,청룡,1980,55.43,"11,800",4,57,30110-1045
2020,1,6,용운동,삼정하이츠,1990,55.62,"8,800",4,363,30110-14
2020,1,1,대동,대동펜타뷰,2011,118.54,"48,500",15,535,30110-991
2020,1,3,판암동,주공6,1992,38.64,"5,100",3,233,30110-12
2020,2,19,용운동,용운주공2단지,1987,64.62,"11,600",11,147,30110-17
2020,2,4,천동,위드힐,2013,118.53,"45,000",11,540,30110-1006
2020,2,29,천동,휴먼시아2단지,2008,84.87,"24,800",5,528,30110-971
2020,2,20,신흥동,이스트시티2단지,2018,74.99,"36,000",7,262,30110-1054
2020,2,5,인동,어진마을,2007,84.97,"30,500",20,353,30110-951
2020,2,5,성남동,효촌마을,2003,84.45,"25,200",13,520,30110-76
2020,2,17,성남동,효촌마을,2003,59.64,"24,800",7,520,30110-76
2020,2,8,대동,대신새들뫼1단지,2010,84.98,"46,000",18,527,30110-979
2020,2,3,대동,대신새들뫼1단지,2010,84.98,"44,500",9,527,30110-979
2020,2,3,삼성동,대청,1985,54,"7,130",5,302-94,30110-55
2020,2,13,인동,어진마을,2007,59.44,"24,000",6,353,30110-951
2020,2,20,성남동,효촌마을,2003,84.45,"27,000",17,520,30110-76
2020,2,29,인동,모닝빌,2006,82.2828,"14,000",7,29-2,30110-938
2020,2,9,용전동,새피앙,1997,84.77,"16,800",6,181-1,30110-43
2020,2,6,대성동,삼익세라믹,1991,84.97,"13,900",14,30,30110-61
2020,2,19,홍도동,현암,1995,59.4,"10,600",7,16-1,30110-53
2020,2,14,가양동,평화맨션,1986,62.1,"15,000",1,443-2,30110-37
2020,2,10,삼성동,한밭자이,2006,84.9811,"29,150",2,479,30110-941
2020,2,15,삼성동,한밭자이,2006,59.9929,"26,300",7,479,30110-941
2020,2,14,삼성동,한밭자이,2006,84.9811,"34,500",8,479,30110-941
2020,2,25,대성동,삼익세라믹,1991,72.625,"12,300",12,30,30110-61
2020,2,24,천동,위드힐,2013,84.86,"35,000",15,540,30110-1006
2020,2,8,대성동,은어송코오롱하늘채2차,2016,84.87,"31,900",14,420,30110-1033
2020,2,24,용전동,신동아,1990,84.56,"17,000",6,1,30110-45
2020,2,18,홍도동,평화로운,2006,59.9554,"15,000",2,89-17,30110-943
2020,2,29,대동,이스트시티1단지,2018,59.95,"35,000",19,539,30110-1056
2020,2,23,판암동,주공5,1992,45,"7,700",4,236,30110-11
2020,2,27,천동,위드힐,2013,84.98,"35,300",19,540,30110-1006
2020,2,23,가오동,은어송마을3단지(가오아이파크),2006,84.9859,"32,250",8,496,30110-939
2020,2,12,인동,현대,1987,70.96,"16,900",3,179-1,30110-1
2020,2,15,성남동,효촌마을,2003,84.99,"26,300",13,520,30110-76
2020,2,19,낭월동,e편한세상,2011,122.995,"29,500",4,723,30110-989
2020,2,25,자양동,동아아파트(201),1990,84.89,"18,000",10,201,30110-20
2020,2,25,낭월동,오투그란데,2008,84.9867,"21,700",22,304,30110-969
2020,2,24,홍도동,현암,1995,59.4,"10,500",11,16-1,30110-53
2020,2,19,홍도동,신동아파밀리에2단지,2007,84.8546,"25,800",5,1004,30110-957
2020,2,22,낭월동,오투그란데,2008,84.9817,"21,300",11,304,30110-969
2020,2,29,홍도동,홍도,1996,45.525,"9,300",13,14-1,30110-54
2020,2,10,인동,모닝빌,2006,82.2828,"15,200",10,29-2,30110-938
2020,2,25,중동,반석시티,2019,49.0718,"18,800",4,56-7,30110-1061
2020,2,22,용전동,한숲,1999,59.925,"19,200",8,194-3,30110-47
2020,2,22,낭월동,오투그란데,2008,110.3271,"25,000",9,304,30110-969
2020,2,8,삼성동,한밭자이,2006,59.9929,"27,800",11,479,30110-941
2020,2,29,용전동,한숲,1999,84.94,"20,500",3,194-3,30110-47
2020,2,29,용전동,한숲,1999,59.925,"19,200",15,194-3,30110-47
2020,2,25,용전동,한숲,1999,84.94,"24,100",15,194-3,30110-47
2020,2,24,삼성동,삼성,1977,69.15,"22,700",4,278-1,30110-57
2020,2,28,삼성동,한밭자이,2006,59.9929,"27,900",13,479,30110-941
2020,2,15,대성동,은어송코오롱하늘채2차,2016,84.87,"29,300",2,420,30110-1033
2020,2,29,인동,어진마을,2007,75.78,"25,900",17,353,30110-951
2020,2,24,인동,어진마을,2007,59.92,"21,400",15,353,30110-951
2020,2,21,가오동,천동주공,1985,39.72,"15,400",4,394,30110-161
2020,2,25,자양동,무궁화,1985,63.81,"6,400",2,111-1,30110-21
2020,2,10,삼성동,한밭자이,2006,84.9811,"30,000",13,479,30110-941
2020,2,29,낭월동,e편한세상,2011,84.985,"24,900",6,723,30110-989
2020,2,24,낭월동,오투그란데,2008,84.9853,"22,800",17,304,30110-969
2020,2,12,대성동,은어송코오롱하늘채2차,2016,84.87,"30,500",5,420,30110-1033
2020,2,27,판암동,미리내아파트,1999,84.92,"18,250",8,460,30110-7
2020,2,29,홍도동,신동아파밀리에3단지,2007,84.9616,"25,500",3,1001,30110-954
2020,2,18,판암동,주공2,1990,59.39,"11,400",15,202,30110-10
2020,2,17,판암동,주공2,1990,59.39,"11,600",7,202,30110-10
2020,2,27,홍도동,현암,1995,59.4,"11,500",10,16-1,30110-53
2020,2,25,홍도동,청룡,1980,55.43,"15,000",4,57,30110-1045
2020,2,22,홍도동,청룡,1980,55.43,"15,000",3,57,30110-1045
2020,2,19,홍도동,청룡,1980,55.43,"14,900",1,57,30110-1045
2020,2,13,용운동,용방마을,2003,49.98,"12,150",12,460,30110-67
2020,2,13,용운동,용방마을,2003,59.88,"15,200",14,460,30110-67
2020,2,21,판암동,주공6,1992,38.64,"6,400",11,233,30110-12
2020,2,5,천동,휴먼시아2단지,2008,84.87,"25,000",19,528,30110-971
2020,2,29,낭월동,오투그란데,2008,84.9867,"21,800",11,304,30110-969
2020,2,18,대동,대동펜타뷰,2011,84.85,"39,500",11,535,30110-991
2020,2,18,가오동,두둥실,2013,13.8416,"4,750",7,607,30110-1000
2020,2,17,용전동,한숲,1999,59.925,"18,800",17,194-3,30110-47
2020,2,28,성남동,석촌마을,2000,84.17,"19,000",2,518,30110-75
2020,2,28,대성동,은어송마을2단지(코오롱하늘채),2007,84.997,"30,000",6,130,30110-946
2020,2,24,가오동,은어송마을5단지(우미린),2007,59.993,"26,800",6,556,30110-945
2020,2,17,용운동,용방마을,2003,49.98,"12,300",11,460,30110-67
2020,2,7,용운동,용방마을,2003,72.93,"17,500",13,460,30110-67
2020,2,21,천동,홍익,2000,59.4,"12,400",10,71-14,30110-3
2020,2,16,낭월동,e편한세상,2011,101.4,"27,000",18,723,30110-989
2020,2,15,천동,위드힐,2013,84.98,"35,000",13,540,30110-1006
2020,2,24,천동,위드힐,2013,84.86,"35,000",15,540,30110-1006
2020,2,19,천동,위드힐,2013,84.9,"33,800",19,540,30110-1006
2020,2,9,천동,위드힐,2013,84.86,"33,400",9,540,30110-1006
2020,2,1,천동,위드힐,2013,84.98,"34,600",18,540,30110-1006
2020,2,15,용전동,새피앙,1997,59.4,"14,600",6,181-1,30110-43
2020,2,28,인동,대호아파트,2017,81.54,"17,800",3,82-6,30110-1040
2020,2,17,효동,효동현대,1998,99.17,"26,000",9,135-1,30110-2
2020,2,13,인동,세강듀오빌,2004,59.9264,"13,000",9,78-4,30110-63
2020,2,11,인동,대호아파트,2017,84.18,"18,100",5,82-6,30110-1040
2020,2,24,중동,반석시티,2019,48.6057,"18,900",6,56-7,30110-1061
2020,2,22,가오동,천동주공,1985,39.72,"15,500",3,394,30110-161
2020,2,27,판암동,주공2,1990,58.01,"10,900",3,202,30110-10
2020,2,23,천동,휴먼시아2단지,2008,75.61,"23,600",7,528,30110-971
2020,2,21,신흥동,신흥마을주공,2006,59.44,"21,000",6,212,30110-937
2020,2,13,가오동,은어송마을5단지(우미린),2007,59.993,"25,300",5,556,30110-945
2020,2,29,인동,현대,1987,63.99,"15,400",4,179-1,30110-1
2020,2,17,인동,현대,1987,63.99,"15,800",13,179-1,30110-1
2020,2,18,천동,휴먼시아2단지,2008,84.87,"25,300",9,528,30110-971
2020,2,13,대성동,삼익세라믹,1991,84.97,"14,700",5,30,30110-61
