dealYear,dealMonth,dealDay,umdNm,aptNm,buildYear,excluUseAr,deposit,monthlyRent,contractType,floor,jibun,aptSeq
2020,1,20,대성동,은어송코오롱하늘채2차,2016,59.95,"3,000",60, ,11,420,30110-1033
2020,1,7,대성동,은어송마을2단지(코오롱하늘채),2007,102.819,"28,000",0, ,18,130,30110-946
2020,1,10,성남동,스마트뷰,2011,84.87,"24,000",0, ,20,528,30110-992
2020,1,23,용운동,e편한세상 대전에코포레,2020,59.8825,"23,500",0, ,6,783,30110-1069
2020,1,28,대동,이스트시티1단지,2018,74.99,"2,000",80, ,24,539,30110-1056
2020,1,31,인동,대호아파트,2017,83.39,"9,500",0, ,2,82-6,30110-1040
2020,1,31,인동,대호아파트,2017,84.18,"9,500",0, ,2,82-6,30110-1040
2020,1,4,천동,휴먼시아2단지,2008,84.77,"21,000",0, ,10,528,30110-971
2020,1,16,대동,이스트시티1단지,2018,59.95,"21,000",0, ,24,539,30110-1056
2020,1,8,용전동,푸른,2000,40.5993,"7,000",0, ,2,57-21,30110-72
2020,1,6,판암동,삼정그린코아포레스트(2단지),2018,76.0858,"28,000",0, ,15,834,30110-1047
2020,1,3,판암동,삼정그린코아포레스트(1단지),2018,72.4893,"27,000",0, ,23,839,30110-1048
2020,1,4,대동,이스트시티1단지,2018,74.99,"24,000",0, ,1,539,30110-1056
2020,1,2,판암동,주공5,1992,44.94,500,30, ,10,236,30110-11
2020,1,23,가양동,평화맨션,1986,64.8,"7,000",0, ,1,443-2,30110-37
2020,1,8,낭월동,오투그란데,2008,84.9867,"19,000",0, ,17,304,30110-969
2020,1,23,대동,대동펜타뷰,2011,84.78,"26,000",0, ,5,535,30110-991
2020,1,21,성남동,석촌마을,2000,49.79,"1,000",40, ,11,518,30110-75
2020,1,8,판암동,주공4,1992,26.37,250,5, ,5,239,30110-64
2020,1,28,가오동,수팰리스,2020,43.3814,"5,300",50, ,6,596,30110-1063
2020,1,29,판암동,주공6,1992,38.64,"4,000",0, ,1,233,30110-12
2020,1,17,판암동,주공5,1992,38.64,"4,500",0, ,13,236,30110-11
2020,1,14,가오동,은어송마을1단지(풍림아이원),2007,84.9864,"2,000",80, ,18,658,30110-953
2020,1,8,대동,대신새들뫼1단지,2010,118.67,"34,000",0, ,9,527,30110-979
2020,1,15,천동,위드힐,2013,84.99,"24,000",0, ,11,540,30110-1006
2020,1,29,인동,모닝빌,2006,82.2828,"10,000",0,신규,5,29-2,30110-938
2020,1,17,가오동,은어송마을3단지(가오아이파크),2006,84.9326,"26,000",0, ,12,496,30110-939
2020,1,20,성남동,효촌마을,2003,59.64,"3,500",50, ,17,520,30110-76
2020,1,16,가오동,은어송마을5단지(우미린),2007,59.993,"21,000",0, ,10,556,30110-945
2020,1,29,원동,뜰안채주상복합,2007,76.2375,"3,000",50, ,7,35-3,30110-952
2020,1,7,대성동,은어송마을2단지(코오롱하늘채),2007,102.819,"28,000",0, ,18,130,30110-946
2020,1,18,가양동,동신,1979,75.37,"7,000",0, ,2,53-6,30110-27
2020,1,29,가오동,천동주공,1985,47.1,"3,000",0, ,3,394,30110-161
2020,1,17,가오동,은어송마을6단지(풍림2차),2007,84.49,"24,000",0, ,3,497,30110-958
2020,1,7,홍도동,홍도,1996,42.015,"7,200",0, ,9,14-1,30110-54
2020,1,7,용운동,용방마을,2003,49.68,"2,000",35, ,3,460,30110-67
2020,1,17,인동,어진마을,2007,59.44,"17,000",0, ,2,353,30110-951
2020,1,31,성남동,큰솔,2003,54.4222,"9,500",0, ,2,157-1,30110-74
2020,1,29,가오동,천동주공,1985,47.1,"2,700",0, ,5,394,30110-161
2020,1,30,판암동,주공5,1992,45,"5,000",0, ,15,236,30110-11
2020,1,31,가양동,아침마을,2011,84.76,"5,000",60, ,10,705,30110-987
2020,1,10,가양동,조일,1990,98.92,"10,000",0, ,3,88-1,30110-35
2020,1,13,삼성동,한밭자이,2006,59.9929,"3,000",55, ,5,479,30110-941
2020,1,29,홍도동,청룡,1980,68.15,"5,000",0, ,5,57,30110-1045
2020,1,6,성남동,큰솔,2003,75.4326,"3,000",40, ,7,157-1,30110-74
2020,1,20,용전동,한숲,1999,84.94,"2,000",65, ,15,194-3,30110-47
2020,1,4,대성동,은어송마을2단지(코오롱하늘채),2007,102.819,"28,000",0, ,5,130,30110-946
2020,1,20,판암동,주공2,1990,58.01,"1,000",40, ,11,202,30110-10
2020,1,21,용운동,용운주공2단지,1987,32.39,300,25, ,7,147,30110-17
2020,1,18,용운동,용방마을,2003,49.68,"2,000",40, ,5,460,30110-67
2020,1,28,용전동,큰솔102동,2001,38.0939,"6,500",0, ,2,48-1,30110-70
2020,1,27,인동,어진마을,2007,59.44,"3,000",65, ,5,353,30110-951
2020,1,31,가오동,은어송마을5단지(우미린),2007,59.9883,"21,000",0, ,10,556,30110-945
2020,1,4,대동,대신새들뫼1단지,2010,84.98,"28,000",0, ,14,527,30110-979
2020,1,29,가양동,큰솔3차,2002,33.9914,"6,000",0, ,3,162-11,30110-69
2020,1,9,대동,대신새들뫼1단지,2010,84.98,"5,000",65, ,13,527,30110-979
2020,1,29,용운동,한화꿈에그린,2006,84.4963,"19,000",0,신규,15,703,30110-933
2020,1,23,용전동,한숲,1999,84.94,"18,000",0, ,6,194-3,30110-47
2020,1,11,성남동,효촌마을,2003,46.2,"15,000",0, ,17,520,30110-76
2020,1,14,대동,대신새들뫼1단지,2010,84.98,"28,000",0, ,14,527,30110-979
2020,1,21,성남동,스마트뷰,2011,118.09,"30,000",0, ,8,528,30110-992
2020,1,17,성남동,스마트뷰,2011,84.87,"26,000",0, ,24,528,30110-992
2020,1,16,가오동,은어송마을5단지(우미린),2007,59.993,"21,000",0, ,10,556,30110-945
2020,1,17,용운동,용운주공2단지,1987,41.3,500,30, ,3,147,30110-17
2020,1,11,대성동,은어송마을2단지(코오롱하늘채),2007,84.997,"26,000",0, ,21,130,30110-946
2020,1,7,대성동,은어송마을2단지(코오롱하늘채),2007,84.9905,"22,000",0, ,11,130,30110-946
2020,1,10,가양동,트윈스아파트8차,2015,58.415,"1,000",50, ,5,165-12,30110-1021
2020,1,16,판암동,주공1,1990,45.77,500,28, ,15,178,30110-9
2020,1,15,가오동,은어송마을6단지(풍림2차),2007,84.49,"24,000",0, ,4,497,30110-958
2020,1,9,천동,휴먼시아2단지,2008,84.77,"19,500",0, ,14,528,30110-971
2020,1,30,용운동,한화꿈에그린,2006,84.4963,"19,000",0, ,8,703,30110-933
2020,1,7,인동,참좋은,2010,84.9484,"15,000",0, ,14,18-1,30110-981
2020,1,7,용전동,한숲,1999,84.94,"18,000",0, ,4,194-3,30110-47
2020,1,11,용운동,용방마을,2003,84.97,"17,000",0, ,9,460,30110-67
2020,1,28,홍도동,홍도,1996,45.525,"8,000",0, ,15,14-1,30110-54
2020,1,15,가오동,은어송마을3단지(가오아이파크),2006,84.9859,"26,000",0, ,19,496,30110-939
2020,1,11,용운동,용방마을,2003,66.55,"3,000",45, ,1,460,30110-67
2020,1,26,가양동,큰솔3차,2002,25.3237,"2,200",10, ,2,162-11,30110-69
2020,1,3,대동,이스트시티1단지,2018,74.99,"5,000",70, ,20,539,30110-1056
2020,1,5,천동,위드힐,2013,84.86,"24,000",0, ,12,540,30110-1006
2020,1,17,판암동,주공6,1992,38.64,500,25, ,14,233,30110-12
2020,1,31,신흥동,이스트시티2단지,2018,39.9,"4,500",25, ,8,262,30110-1054
2020,1,13,대동,이스트시티1단지,2018,59.95,"24,000",0, ,29,539,30110-1056
2020,1,19,용전동,신동아,1990,84.56,"2,000",50, ,14,1,30110-45
2020,1,18,가양동,큰솔3차,2002,33.9914,"1,000",25, ,2,162-11,30110-69
2020,1,4,삼성동,한밭자이,2006,59.9929,"23,000",0, ,8,479,30110-941
2020,1,30,중동,반석시티,2019,48.6057,"17,000",0, ,9,56-7,30110-1061
2020,1,29,성남동,스마트뷰,2011,84.89,"23,000",0, ,21,528,30110-992
2020,1,11,천동,홍익,2000,59.4,"8,000",0, ,14,71-14,30110-3
2020,1,17,성남동,스마트뷰,2011,84.98,"24,000",0, ,3,528,30110-992
2020,1,28,대성동,은어송코오롱하늘채2차,2016,84.87,"20,000",0, ,4,420,30110-1033
2020,1,18,용전동,푸른,2000,40.5993,"6,500",0, ,14,57-21,30110-72
2020,1,29,인동,참좋은,2010,84.4252,"15,000",0, ,9,18-1,30110-981
2020,1,9,중동,반석시티,2019,49.0718,"17,000",0, ,8,56-7,30110-1061
2020,1,13,판암동,주공5,1992,44.94,"1,000",25, ,13,236,30110-11
2020,1,13,인동,참좋은,2010,84.4252,"10,700",12, ,8,18-1,30110-981
2020,1,21,인동,참좋은,2010,83.3499,"15,000",0, ,8,18-1,30110-981
2020,1,8,판암동,주공1,1990,59.39,"1,000",40, ,6,178,30110-9
2020,1,24,판암동,주공2,1990,79.07,"11,000",0, ,15,202,30110-10
2020,1,3,가오동,주공(210),1985,59.3,"6,500",0, ,1,210,30110-6
2020,1,9,삼성동,한밭상가,1983,90.3,"4,000",0, ,5,269-13,30110-60
2020,1,20,인동,현대,1987,70.96,"1,000",50, ,11,179-1,30110-1
2020,1,23,삼성동,삼성타운1단지,2007,59.45,"3,995",24, ,3,482,30110-960
2020,1,29,판암동,주공5,1992,38.64,500,25, ,12,236,30110-11
2020,1,18,가오동,두둥실,2013,13.8416,200,26,신규,4,607,30110-1000
2020,1,30,인동,참좋은,2010,84.9484,"15,000",0, ,2,18-1,30110-981
2020,1,30,천동,휴먼시아1단지,2008,46.47,"2,336",15, ,8,529,30110-972
2020,1,23,판암동,주공2,1990,58.01,"7,000",0, ,8,202,30110-10
2020,1,10,가양동,아침마을,2011,74.96,"4,000",60, ,7,705,30110-987
2020,1,30,가오동,천동주공,1985,47.1,"4,000",0, ,3,394,30110-161
2020,1,14,판암동,주공6,1992,38.64,"1,000",20, ,12,233,30110-12
2020,1,23,인동,현대,1987,79.27,"12,000",0, ,6,179-1,30110-1
2020,1,31,인동,어진마을,2007,84.97,"20,000",0,신규,16,353,30110-951
2020,1,31,가오동,은어송마을1단지(풍림아이원),2007,84.9427,"26,000",0, ,14,658,30110-953
2020,1,30,용운동,한화꿈에그린,2006,84.4963,"5,000",50, ,12,703,30110-933
2020,1,11,대동,이스트시티1단지,2018,59.95,"24,000",0, ,16,539,30110-1056
2020,1,28,낭월동,e편한세상,2011,84.974,"18,000",0, ,14,723,30110-989
2020,1,31,인동,참좋은,2010,84.4252,"10,700",12, ,6,18-1,30110-981
2020,1,18,용운동,용방마을,2003,49.68,"2,000",40, ,14,460,30110-67
2020,1,31,가오동,은어송마을5단지(우미린),2007,59.9883,"21,000",0, ,10,556,30110-945
2020,1,17,인동,어진마을,2007,84.74,"5,000",55, ,20,353,30110-951
2020,1,29,인동,모닝빌,2006,82.2828,"10,000",0,갱신,5,29-2,30110-938
2020,1,17,인동,참좋은,2010,77.6069,"11,400",12, ,10,18-1,30110-981
2020,1,7,성남동,효촌마을,2003,46.2,"11,000",0, ,2,520,30110-76
2020,1,29,효동,효동현대,1998,84.6825,"17,000",0, ,13,135-1,30110-2
2020,1,4,판암동,삼정그린코아포레스트(1단지),2018,59.8923,"6,000",50, ,6,839,30110-1048
2020,1,28,용전동,로하스캐슬,2014,29.4026,"8,500",0, ,7,23-3,30110-1011
2020,1,8,대동,대신새들뫼1단지,2010,84.98,"26,000",0, ,9,527,30110-979
2020,1,13,판암동,주공5,1992,52.09,"1,000",34, ,6,236,30110-11
2020,1,29,낭월동,석천들주공,2004,51.86,"3,470",9, ,9,611,30110-78
2020,1,29,삼성동,한밭자이,2006,84.9302,"24,800",0, ,2,479,30110-941
2020,1,20,효동,효동현대,1998,84.6825,"14,000",0, ,1,135-1,30110-2
2020,1,17,천동,위드힐,2013,84.98,"24,000",0, ,20,540,30110-1006
2020,1,23,가오동,은어송마을3단지(가오아이파크),2006,84.9859,"26,000",0, ,8,496,30110-939
2020,1,28,대성동,은어송코오롱하늘채2차,2016,84.87,"20,000",0, ,4,420,30110-1033
2020,1,28,판암동,참좋은,2010,84.8248,"10,000",18, ,8,335-7,30110-980
2020,1,6,판암동,미리내아파트,1999,59.97,"5,000",30, ,3,460,30110-7
2020,1,28,천동,휴먼시아2단지,2008,84.87,"20,000",0, ,13,528,30110-971
2020,1,21,판암동,삼정그린코아포레스트(1단지),2018,72.4893,"5,000",60, ,16,839,30110-1048
2020,1,28,대동,대신새들뫼2단지,2010,51.63,"3,254",19, ,11,528,30110-978
2020,1,28,낭월동,석천들주공,2004,51.86,"1,770",17, ,10,611,30110-78
2020,1,22,홍도동,청룡,1979,65.82,"7,000",0, ,2,56-1,30110-52
2020,1,22,인동,참좋은,2010,84.4252,"15,000",0, ,15,18-1,30110-981
2020,1,22,판암동,삼정그린코아포레스트(1단지),2018,76.0858,"29,000",0, ,11,839,30110-1048
2020,1,23,낭월동,석천들주공,2004,51.86,"1,770",17, ,13,611,30110-78
2020,1,22,판암동,주공6,1992,38.64,500,18,신규,15,233,30110-12
2020,1,21,천동,휴먼시아1단지,2008,59.99,"5,933",11, ,17,529,30110-972
2020,1,17,대성동,은어송코오롱하늘채2차,2016,59.95,"20,000",0, ,8,420,30110-1033
2020,1,21,성남동,스마트뷰,2011,84.87,"23,000",0, ,6,528,30110-992
2020,1,21,가양동,큰솔3차,2002,19.5912,"3,500",0, ,11,162-11,30110-69
2020,1,21,대동,대신새들뫼2단지,2010,51.63,"5,351",9, ,12,528,30110-978
2020,1,19,인동,모닝빌,2006,82.2828,"11,000",0, ,13,29-2,30110-938
2020,1,20,대동,대신새들뫼2단지,2010,51.63,"5,351",9, ,11,528,30110-978
2020,1,9,성남동,스마트뷰,2011,84.89,"22,000",0, ,9,528,30110-992
2020,1,8,낭월동,오투그란데,2008,84.9867,"19,000",0,신규,17,304,30110-969
2020,1,20,인동,참좋은,2010,84.4252,"12,200",12, ,6,18-1,30110-981
2020,1,16,가오동,은어송마을6단지(풍림2차),2007,84.49,"20,000",0, ,1,497,30110-958
2020,1,17,성남동,스마트뷰,2011,84.98,"24,000",0, ,21,528,30110-992
2020,1,6,판암동,주공1,1990,59.39,"8,000",0, ,9,178,30110-9
2020,1,16,대동,대신새들뫼1단지,2010,84.98,"28,000",0, ,12,527,30110-979
2020,1,16,대동,대신새들뫼1단지,2010,84.98,"27,000",0, ,5,527,30110-979
2020,1,15,대성동,은어송마을2단지(코오롱하늘채),2007,102.819,"29,000",0, ,14,130,30110-946
2020,1,14,홍도동,청룡,1979,54.78,"4,000",0, ,5,56-1,30110-52
2020,1,15,가양동,동신,1979,71.61,"5,000",0, ,2,53-6,30110-27
2020,1,14,용운동,한화꿈에그린,2006,84.4963,"18,000",0, ,4,703,30110-933
2020,1,13,홍도동,시영,1983,58.92,"3,500",0, ,4,135-1,30110-51
2020,1,14,홍도동,경성맨션1,1985,84.96,500,40, ,8,23-1,30110-50
2020,1,14,천동,위드힐,2013,84.99,"5,000",65, ,27,540,30110-1006
2020,1,15,삼성동,한밭자이,2006,84.9811,"25,000",0, ,15,479,30110-941
2020,1,6,인동,참좋은,2010,83.3499,"12,100",12, ,7,18-1,30110-981
2020,1,14,인동,어진마을,2007,59.44,"18,000",0, ,9,353,30110-951
2020,1,11,가양동,아침마을,2011,84.76,"24,000",0, ,6,705,30110-987
2020,1,3,천동,휴먼시아1단지,2008,59.99,"5,996",11, ,14,529,30110-972
2020,1,13,가양동,큰솔3차,2002,33.9914,"3,000",20, ,2,162-11,30110-69
2020,1,11,인동,참좋은,2010,84.9929,"10,800",12, ,14,18-1,30110-981
2020,1,6,대동,대신새들뫼1단지,2010,84.83,"26,000",0, ,11,527,30110-979
2020,1,9,인동,참좋은,2010,84.4252,"15,000",0, ,10,18-1,30110-981
2020,1,10,인동,참좋은,2010,84.4252,"10,700",12, ,7,18-1,30110-981
2020,1,13,가오동,두둥실,2013,13.8416,"4,500",0, ,9,607,30110-1000
2020,1,7,성남동,큰솔,2003,54.4222,"9,000",0, ,7,157-1,30110-74
2020,1,4,용전동,한울,2002,37.251,300,35, ,8,131-1,30110-73
2020,1,11,가오동,은어송마을6단지(풍림2차),2007,84.5,"24,000",0, ,12,497,30110-958
2020,1,10,신흥동,신흥마을주공,2006,59.44,"13,500",0, ,14,212,30110-937
2020,1,9,용전동,푸른,2000,40.5993,"7,000",0, ,2,57-21,30110-72
2020,1,9,천동,위드힐,2013,84.99,"24,000",0, ,10,540,30110-1006
2020,1,7,낭월동,오투그란데,2008,110.3271,"19,000",0, ,25,304,30110-969
2020,1,8,가오동,은어송마을4단지(주공),2007,39.72,"1,873",8, ,7,555,30110-963
2020,1,7,가양동,대주파크빌,2006,84.8236,"19,000",0, ,14,652-1,30110-932
2020,1,5,가오동,천동주공,1985,39.72,"2,000",0, ,2,394,30110-161
2020,1,6,판암동,주공1,1990,59.39,"8,000",0, ,9,178,30110-9
2020,1,7,낭월동,석천들주공,2004,59.99,"3,580",19, ,15,611,30110-78
2020,1,4,용전동,한숲,1999,84.94,"17,000",0, ,1,194-3,30110-47
2020,1,6,신흥동,신흥마을주공,2006,59.44,"13,000",0, ,12,212,30110-937
2020,1,5,가양동,큰솔3차,2002,33.9914,"4,500",5, ,8,162-11,30110-69
2020,1,6,인동,참좋은,2010,84.9484,"15,000",0, ,13,18-1,30110-981
2020,1,4,대성동,은어송마을2단지(코오롱하늘채),2007,84.9905,"20,000",0, ,2,130,30110-946
2020,1,2,용전동,큰솔101동,1999,27.7631,"3,500",0, ,3,48-22,30110-71
2020,1,3,낭월동,석천들주공,2004,51.86,"1,770",17, ,3,611,30110-78
2020,1,2,대동,대신새들뫼2단지,2010,59.65,"6,044",16, ,11,528,30110-978
2020,1,2,판암동,주공1,1990,58.01,"8,800",0, ,5,178,30110-9
2020,2,26,대성동,삼익세라믹,1991,84.97,"12,000",0, ,8,30,30110-61
2020,2,28,낭월동,오투그란데,2008,84.9853,"18,000",0, ,13,304,30110-969
2020,2,4,홍도동,홍도,1996,42.015,"7,200",0, ,10,14-1,30110-54
2020,2,28,홍도동,홍도,1996,42.015,"7,000",0, ,14,14-1,30110-54
2020,2,28,인동,대호아파트,2017,84.18,"9,500",0, ,3,82-6,30110-1040
2020,2,12,판암동,삼정그린코아포레스트(1단지),2018,59.8923,"24,000",0, ,22,839,30110-1048
2020,2,19,인동,대호아파트,2017,81.54,"9,500",0, ,2,82-6,30110-1040
2020,2,14,용운동,한화꿈에그린,2006,84.4963,"19,000",0, ,12,703,30110-933
2020,2,6,삼성동,한밭자이,2006,59.9929,"23,000",0, ,6,479,30110-941
2020,2,4,천동,위드힐,2013,84.9,"24,000",0, ,20,540,30110-1006
2020,2,9,가양동,아침마을,2011,118.92,"30,000",0, ,5,705,30110-987
2020,2,15,대동,대동탑스빌,2004,60.88,"6,000",22, ,3,163-13,30110-123
2020,2,19,대동,대동펜타뷰,2011,84.88,"5,000",60, ,12,535,30110-991
2020,2,25,삼성동,한밭자이,2006,84.9811,"26,000",0, ,7,479,30110-941
2020,2,13,판암동,주공2,1990,45.77,500,33, ,13,202,30110-10
2020,2,20,인동,참좋은,2010,84.4252,"10,700",12, ,3,18-1,30110-981
2020,2,18,가양동,드림팰리스아파트(288-27),2015,74.124,"1,000",65, ,6,288-27,30110-1019
2020,2,12,성남동,효촌마을,2003,84.99,"22,000",0, ,18,520,30110-76
2020,2,10,효동,효동현대,1998,76.08,"16,000",0, ,8,135-1,30110-2
2020,2,28,용운동,용방마을,2003,49.98,"2,000",40, ,10,460,30110-67
2020,2,6,가양동,아침마을,2011,84.76,"23,000",0, ,5,705,30110-987
2020,2,3,대동,이스트시티1단지,2018,74.99,"2,000",77, ,21,539,30110-1056
2020,2,15,삼성동,한밭자이,2006,59.9929,"23,000",0, ,14,479,30110-941
2020,2,15,성남동,스마트뷰,2011,84.98,"24,000",0, ,15,528,30110-992
2020,2,25,판암동,참좋은,2010,84.8248,"10,000",18, ,4,335-7,30110-980
2020,2,2,가오동,수팰리스,2020,45.2246,"6,500",42, ,6,596,30110-1063
2020,2,26,판암동,삼정그린코아포레스트(2단지),2018,72.4893,"26,000",0, ,4,834,30110-1047
2020,2,21,판암동,미리내아파트,1999,84.92,"2,000",50, ,4,460,30110-7
2020,2,19,용전동,한숲,1999,84.94,"18,000",0, ,12,194-3,30110-47
2020,2,25,가오동,은어송마을1단지(풍림아이원),2007,84.8882,"26,000",0, ,5,658,30110-953
2020,2,22,인동,어진마을,2007,59.92,"20,000",0, ,16,353,30110-951
2020,2,27,낭월동,오투그란데,2008,84.9867,"17,000",0, ,22,304,30110-969
2020,2,10,판암동,방주아파트,1998,59.67,"14,000",0, ,10,328,30110-8
2020,2,25,가오동,은어송마을1단지(풍림아이원),2007,84.8882,"26,000",0, ,5,658,30110-953
2020,2,29,가오동,은어송마을1단지(풍림아이원),2007,84.9864,"26,000",0, ,19,658,30110-953
2020,2,25,판암동,참좋은,2010,84.8248,"10,000",18, ,8,335-7,30110-980
2020,2,11,대동,대신새들뫼1단지,2010,84.97,"29,000",0, ,10,527,30110-979
2020,2,21,성남동,효촌마을,2003,59.64,"3,000",50, ,8,520,30110-76
2020,2,7,대동,대신새들뫼1단지,2010,84.98,"30,000",0, ,9,527,30110-979
2020,2,11,가오동,은어송마을3단지(가오아이파크),2006,84.9859,"26,000",0, ,13,496,30110-939
2020,2,29,용전동,신동아,1990,84.56,"13,000",0, ,4,1,30110-45
2020,2,7,판암동,주공6,1992,38.64,"5,000",0, ,15,233,30110-12
2020,2,25,판암동,주공2,1990,59.39,"1,000",37, ,8,202,30110-10
2020,2,22,인동,어진마을,2007,59.44,"21,000",0, ,6,353,30110-951
2020,2,11,가양동,아침마을,2011,74.89,"4,000",60, ,7,705,30110-987
2020,2,16,가오동,은어송마을6단지(풍림2차),2007,84.39,"3,000",75, ,11,497,30110-958
2020,2,13,성남동,효촌마을,2003,59.64,"2,000",55, ,1,520,30110-76
2020,2,28,판암동,삼정그린코아포레스트(1단지),2018,72.4893,"3,000",65, ,10,839,30110-1048
2020,2,17,대동,대동펜타뷰,2011,84.88,"30,000",0, ,12,535,30110-991
2020,2,1,대동,대동펜타뷰,2011,59.8,"22,000",0, ,5,535,30110-991
2020,2,9,가오동,은어송마을3단지(가오아이파크),2006,84.9326,"26,000",0, ,10,496,30110-939
2020,2,1,가양동,트윈스아파트8차,2015,58.415,"3,000",50, ,2,165-12,30110-1021
2020,2,21,인동,참좋은,2010,84.9484,"12,400",14, ,10,18-1,30110-981
2020,2,8,가양동,아침마을,2011,84.76,"14,000",28, ,15,705,30110-987
2020,2,15,가양동,평화타운맨션,1990,74.87,"1,000",40, ,3,169-4,30110-38
2020,2,29,대동,대신새들뫼1단지,2010,84.97,"6,000",60, ,22,527,30110-979
2020,2,12,성남동,스마트뷰,2011,84.98,"24,000",0, ,13,528,30110-992
2020,2,6,대동,대동펜타뷰,2011,84.97,"25,000",0, ,1,535,30110-991
2020,2,8,가양동,아침마을,2011,84.76,"3,000",70, ,14,705,30110-987
2020,2,12,인동,참좋은,2010,84.9484,"12,400",12, ,8,18-1,30110-981
2020,2,28,판암동,주공6,1992,38.64,800,20, ,7,233,30110-12
2020,2,25,인동,현대,1987,84.94,"2,000",45, ,6,179-1,30110-1
2020,2,13,홍도동,홍도,1996,59.77,"10,000",0, ,3,14-1,30110-54
2020,2,24,낭월동,e편한세상,2011,122.995,"26,000",0, ,14,723,30110-989
2020,2,22,홍도동,신동아파밀리에3단지,2007,84.9616,"22,000",0, ,14,1001,30110-954
2020,2,24,대동,대신새들뫼1단지,2010,84.98,"26,000",0, ,23,527,30110-979
2020,2,28,용전동,신동아,1990,84.56,"12,000",0, ,13,1,30110-45
2020,2,15,판암동,삼정그린코아포레스트(1단지),2018,59.9735,"24,500",0, ,21,839,30110-1048
2020,2,14,인동,참좋은,2010,84.9929,"11,400",12, ,3,18-1,30110-981
2020,2,12,용운동,용운주공2단지,1987,49.94,"1,000",42, ,9,147,30110-17
2020,2,28,천동,휴먼시아1단지,2008,51.92,"2,929",19, ,2,529,30110-972
2020,2,8,용전동,푸른,2000,47.0424,"1,000",45, ,2,57-21,30110-72
2020,2,20,신흥동,이스트시티2단지,2018,46.81,"2,600",38, ,16,262,30110-1054
2020,2,5,성남동,큰솔,2003,54.4222,"5,000",0, ,5,157-1,30110-74
2020,2,15,인동,참좋은,2010,84.9484,"12,400",12, ,5,18-1,30110-981
2020,2,20,용운동,용운주공2단지,1987,41.3,500,30, ,6,147,30110-17
2020,2,17,판암동,미리내아파트,1999,84.92,"2,000",50, ,2,460,30110-7
2020,2,25,판암동,참좋은,2010,84.8248,"10,000",18, ,5,335-7,30110-980
2020,2,15,삼성동,한밭자이,2006,59.9929,"20,000",0, ,7,479,30110-941
2020,2,15,용전동,새피앙,1997,59.4,"1,000",45, ,2,181-1,30110-43
2020,2,25,대동,대신새들뫼1단지,2010,84.98,"26,000",0, ,4,527,30110-979
2020,2,26,인동,참좋은,2010,83.3499,"10,600",12, ,2,18-1,30110-981
2020,2,14,가오동,천동주공,1985,39.72,"3,200",0, ,1,394,30110-161
2020,2,1,가양동,시영수정,1984,58.92,"1,000",35, ,1,43-1,30110-29
2020,2,20,신흥동,이스트시티2단지,2018,46.81,"2,600",38, ,5,262,30110-1054
2020,2,8,가양동,아침마을,2011,84.76,"26,500",0, ,14,705,30110-987
2020,2,27,천동,휴먼시아2단지,2008,84.87,"20,000",0, ,8,528,30110-971
2020,2,15,용운동,용방마을,2003,84.99,"4,500",50, ,11,460,30110-67
2020,2,23,용운동,마젤란21,2006,84.9328,"17,000",0, ,6,598,30110-942
2020,2,17,용운동,용운주공2단지,1987,41.3,500,30, ,7,147,30110-17
2020,2,28,가양동,부성,1991,84.78,"3,000",35, ,4,42-1,30110-28
2020,2,29,성남동,스마트뷰,2011,84.98,"25,000",0, ,12,528,30110-992
2020,2,14,가오동,"유성(1,2동)",1989,59.85,"4,000",13, ,3,212,30110-4
2020,2,20,가양동,큰솔3차,2002,25.3237,"1,000",0, ,10,162-11,30110-69
2020,2,11,판암동,주공2,1990,59.39,"2,000",35, ,7,202,30110-10
2020,2,22,가양동,큰솔3차,2002,25.3237,"3,500",0, ,6,162-11,30110-69
2020,2,18,판암동,주공1,1990,59.39,"1,000",38, ,8,178,30110-9
2020,2,20,인동,참좋은,2010,84.9484,"12,400",14, ,12,18-1,30110-981
2020,2,25,판암동,참좋은,2010,84.8248,"10,000",18, ,10,335-7,30110-980
2020,2,7,대동,대동펜타뷰,2011,84.78,"5,000",60, ,7,535,30110-991
2020,2,13,인동,참좋은,2010,84.9484,"12,600",14, ,15,18-1,30110-981
2020,2,17,인동,세강듀오빌,2004,59.9264,"2,000",45, ,12,78-4,30110-63
2020,2,21,천동,위드힐,2013,84.9,"14,000",35, ,4,540,30110-1006
2020,2,28,대성동,은어송마을2단지(코오롱하늘채),2007,84.997,"5,000",60, ,15,130,30110-946
2020,2,23,가오동,천동주공,1985,39.72,"3,000",0, ,1,394,30110-161
2020,2,12,자양동,동아아파트(201),1990,84.89,"13,000",0, ,9,201,30110-20
2020,2,29,판암동,삼정그린코아포레스트(1단지),2018,59.9735,"23,900",0, ,2,839,30110-1048
2020,2,12,인동,참좋은,2010,84.4252,"12,200",12, ,3,18-1,30110-981
2020,2,1,대성동,은어송마을2단지(코오롱하늘채),2007,84.9905,"25,000",0, ,16,130,30110-946
2020,2,1,대성동,삼익세라믹,1991,72.625,"4,500",0, ,5,30,30110-61
2020,2,23,판암동,주공2,1990,59.39,"1,000",37, ,6,202,30110-10
2020,2,23,가오동,은어송마을5단지(우미린),2007,59.8586,"21,500",0, ,22,556,30110-945
2020,2,26,가오동,은어송마을1단지(풍림아이원),2007,84.9864,"25,500",0, ,29,658,30110-953
